sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,classification_bucket,top_canonical_concept_id,top_canonical_strength,second_canonical_concept_id,second_canonical_strength,strength_margin,confidence_tier,top_canonical_matches,candidate_reason
CO,COSP,WKG015,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKG016,Total Value in Controlling Area Currency,WKGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF001,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF002,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF003,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF004,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF005,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF006,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF007,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF008,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF009,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF010,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF011,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF012,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF013,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF014,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF015,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,WKF016,Fixed Value in Controlling Area Currency,WKFXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG001,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG002,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG003,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG004,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG005,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG006,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG007,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG008,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG009,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG010,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG011,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG012,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG013,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG014,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG015,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,PAG016,Total Price Variance in CO Area Currency,PAGXXX,WERTV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,accounting.document_currency_code,0.50,0.10,medium,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,context_enriched_unmapped_auto_candidate
CO,COSP,MEG001,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG002,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG003,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG004,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG005,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG006,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG007,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG008,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG009,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG010,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG011,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG012,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG013,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG014,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG015,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,COSP,MEG016,Total Quantity,MEGXXX,MENGV8,CO Object: Cost Totals — External Postings Aggregated cost totals (primary). CO Controlling,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
CO,CSKB,DATBI,Valid To Date,DATBI,DATUM,Cost Elements (Controlling Area) Cost-element master at controlling-area level. CO Controlling,weak_canonical_candidate,inventory_lot.manufacture_date,0.60,,,0.60,medium,inventory_lot.manufacture_date:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,VERAK_USER,User Responsible for the Profit Center,VERAPC_USER,XUBNAME,Profit Center Master Data Profit center master. CO Controlling,weak_canonical_candidate,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,NPRCTR,Successor profit center,NPRCTR,PRCTR,Profit Center Master Data Profit center master. CO Controlling,weak_canonical_candidate,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,ORT02,District,ORT02_GP,TEXT35,Profit Center Master Data Profit center master. CO Controlling,knowledge_only,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,PFACH,PO Box,PFACH,PFACH,Profit Center Master Data Profit center master. CO Controlling,knowledge_only,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,TELBX,Telebox Number,TELBX,TEXT15,Profit Center Master Data Profit center master. CO Controlling,unmapped,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,TELFX,Fax Number,TELFX,TEXT31,Profit Center Master Data Profit center master. CO Controlling,knowledge_only,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,TELTX,Teletex Number,TELTX,TEXT30,Profit Center Master Data Profit center master. CO Controlling,unmapped,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,TELX1,Telex Number,TELX1,TEXT30,Profit Center Master Data Profit center master. CO Controlling,unmapped,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,DATLT,Data communication line no.,DATLT,TEXT14,Profit Center Master Data Profit center master. CO Controlling,weak_canonical_candidate,profit_center.id,0.60,purchase_order.line_item_number,0.50,0.10,medium,profit_center.id:0.60 | purchase_order.line_item_number:0.50 | sales_order.line_item_number:0.50,context_enriched_unmapped_auto_candidate
CO,CEPC,KHINR,Profit center area,PHINR,SETNR,Profit Center Master Data Profit center master. CO Controlling,weak_canonical_candidate,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,RECID,Recovery Indicator,JV_RECIND,JV_RECIND,Profit Center Master Data Profit center master. CO Controlling,unmapped,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,KAPPL,Application,KAPPL,KAPPL,Profit Center Master Data Profit center master. CO Controlling,unmapped,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,KALSM,"Procedure (Pricing, Output Control, Acct. Det., Costing,...)",KALSM_D,KALSM,Profit Center Master Data Profit center master. CO Controlling,unmapped,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,LOGSYSTEM,Logical System,LOGSYSTEM,LOGSYS,Profit Center Master Data Profit center master. CO Controlling,unmapped,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,LOCK_IND,Lock indicator,LOCK_IND,TEXT1,Profit Center Master Data Profit center master. CO Controlling,unmapped,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
CO,CEPC,PCA_TEMPLATE,Template for Formula Planning in Profit Centers,PCA_TEMPLATE,ABC_TEMPL,Profit Center Master Data Profit center master. CO Controlling,unmapped,profit_center.id,0.60,,,0.60,medium,profit_center.id:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,FMENG,Fixed Quantity,FMNGE,XFELD,BOM Item BOM components and quantities. PP Production Planning,knowledge_only,bom.quantity,0.60,,,0.60,medium,bom.quantity:0.60,context_enriched_unmapped_auto_candidate
PP,STPO,AUSCH,Component Scrap in Percent,KAUSF,DEC3_2,BOM Item BOM components and quantities. PP Production Planning,knowledge_only,bom.component,0.60,,,0.60,medium,bom.component:0.60,context_enriched_unmapped_auto_candidate
PP,AFPO,KSBIS,Cost collector valid to,KSBIS,DATUM,"Production Order Item Order item (material, plant). PP Production Planning",weak_canonical_candidate,inventory_lot.manufacture_date,0.60,plant.id,0.50,0.10,medium,inventory_lot.manufacture_date:0.60 | plant.id:0.50 | production_order.id:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,PLNKN,Number of the Task List Node,PLNKN,KNTNR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,ZAEHL,Internal counter,CIM_COUNT,CIM_COUNT,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,internal_order.id,0.60,,,0.60,medium,internal_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,LAR01,Activity Type,LSTAR,LSTAR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LAR02,Activity Type,LSTAR,LSTAR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LAR03,Activity Type,LSTAR,LSTAR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LAR04,Activity Type,LSTAR,LSTAR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LAR05,Activity Type,LSTAR,LSTAR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LAR06,Activity Type,LSTAR,LSTAR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,ZGDAT,Date when the standard value was calculated,DZGDAT,CJAHR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,invoice.amount,0.60,material.base_price,0.50,0.10,medium,invoice.amount:0.60 | material.base_price:0.50 | purchase_order.document_date:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,ZULNR,Basis for Determination of Standard Value,DZULNR,ZULNR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,invoice.amount,0.60,material.base_price,0.50,0.10,medium,invoice.amount:0.60 | material.base_price:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LOANZ,Number of Time Tickets,LOHNANZ,LOHNANZ,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,RSANZ,Number of Confirmation Slips,CR_RS_ANZ,NUM03,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,ANZMA,Number of employees,ANZMS,ANZMA,Order — Operations Operations of maintenance orders. PM Plant Maintenance,knowledge_only,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,FLIES,Flow Manufacturing,FLIESSKZ,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,plant.id,0.60,,,0.60,medium,plant.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,SPLIM,Maximum Number of Splits,SPLITTANZ,SPLITTANZ,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,KZWRTF,Indicator: Fixed price for external processing,KZWRTF,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,invoice.amount,0.60,,,0.60,medium,invoice.amount:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,ANZZL,Number of capacities required,ANZKAP,INT1,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,ANFKO,Requesting Cost Center,ANFKO,KOSTL,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,cost_center.id,0.60,cost_center.code,0.50,0.10,medium,cost_center.id:0.60 | cost_center.code:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,ANFKOKRS,Controlling area of the requesting cost center,ANFKOKRS,CACCD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,cost_center.id,0.60,cost_center.code,0.50,0.10,medium,cost_center.id:0.60 | cost_center.code:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LARNT,Activity Type,LSTAR,LSTAR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,OBJNR,Object number,J_OBJNR,J_OBJNR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,knowledge_only,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,SPANZ,Actual number of splits,SPLITTERM,46359,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,BEDZL,Internal counter,CIM_COUNT,CIM_COUNT,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,internal_order.id,0.60,,,0.60,medium,internal_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,LEK01,Indicator: No Remaining Activity Expected,CO_LEIKZ,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,address.city,0.50,0.10,medium,maintenance_order.id:0.60 | address.city:0.50 | invoice.number:0.50,context_enriched_unmapped_auto_candidate
