sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,classification_bucket,top_canonical_concept_id,top_canonical_strength,second_canonical_concept_id,second_canonical_strength,strength_margin,confidence_tier,top_canonical_matches,candidate_reason
FI,BSAK,EGRUP,Equity group,JV_EGROUP,JV_EGROUP,Vendor Cleared Items AP cleared items index. FI Financial Accounting,unmapped,vendor_group.id,0.60,,,0.60,medium,vendor_group.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,GEGST,Technical Asset Number,GEGST,GEGST,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,weak_canonical_candidate,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,ZUJHR,Fiscal Year in Which First Acquisition Was Posted,DZUJAHR,GJAHR,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,GPLAB,Planned Retirement Date,GPLAB,DATUM,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,weak_canonical_candidate,employee.employment_status,0.60,absence.end_date,0.50,0.10,medium,employee.employment_status:0.60 | absence.end_date:0.50 | address.country:0.50,context_enriched_unmapped_auto_candidate
FI,ANLA,ORD42,Asset Type,ORD42,ORD4X,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
FI,ANLA,ANLUE,Asset Super Number,ANLUE,ANLUE,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,weak_canonical_candidate,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,URJHR,Fiscal Year of Original Acquisition,URJHR,GJAHR,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,weak_canonical_candidate,fiscal_year.id,0.60,,,0.60,medium,fiscal_year.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,EHWNR,Tax Number of the Notice of Assessment,EHWNR_ANLA,EHWNR_ANLA,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,weak_canonical_candidate,asset.id,0.60,tax.id,0.50,0.10,medium,asset.id:0.60 | tax.id:0.50,context_enriched_unmapped_auto_candidate
FI,ANLA,GRLFD,Land Register Entry: Sequence Number,GRLFD_ANLA,GRLFD_ANLA,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,FLURK,Land Register Map Number,FLURK_ANLA,CHAR4,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,FLURN,Plot Number,FLURN_ANLA,CHAR10,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,INVNR,Inventory Number,INVNR_ANLA,INVNR_ANLA,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,TXA50,Additional Asset Description,TXA50_MORE,TEXT50,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,weak_canonical_candidate,asset.description,0.60,,,0.60,medium,asset.description:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,XHERID,Indicator: Long text for manufacturer/origin,XHERID,XFELD,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,asset.manufacturer_name,0.60,,,0.60,medium,asset.manufacturer_name:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,LEANZ,Number of Lease Payments,LEANZ,46361,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,ANUPD,Indicator: Type of change to table,ANUPD,ANUPD,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
FI,ANLA,OBJNR,Object number,J_OBJNR,J_OBJNR,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,LEART,Leasing type,LEART,LEASART,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
FI,ANLA,LDT_SEQNO,Legacy Data Transfer - sequence number,FAA_LDT_SEQNO,NUMC5,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,unmapped,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
FI,ANLA,BOGUS_ANLN1,bogus asset number,/ATL/BOGUS_ANLN1,CHAR12,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,weak_canonical_candidate,asset.id,0.60,,,0.60,medium,asset.id:0.60,context_enriched_unmapped_auto_candidate
