qb_module,qb_table,qb_field,qb_description,qb_field_type,qb_data_type,qb_max_length,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
GL,Account,Sublevel,Hierarchy depth,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,SpecialAccountType,QB special account (e.g. UndepositedFunds),ENUM,VARCHAR,40,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,IsTaxAccount,Part of tax tracking,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,Desc,Account description,VARCHAR,VARCHAR,200,,,,,,material description,1.00,material description:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
GL,Account,CurrencyRef_ListID,FK → Currency (multicurrency),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,CurrencyRef_FullName,Currency name,VARCHAR,VARCHAR,64,,,,,,currency description,0.90,currency description:0.90,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
GL,Account,TaxLineInfoRef,Mapped tax schedule line,FK,VARCHAR,50,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,CashFlowClassification,Operating / Investing / Financing / None,ENUM,VARCHAR,15,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Account,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,TxnID,Unique QB GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,TxnNumber,Auto-increment number,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,IsAdjustment,Adjusting entry flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,IsHomeCurrencyAdjustment,Home currency adj flag (multicurrency),BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,IsAmountsEnteredInHomeCurrency,Amounts in home currency flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,CurrencyRef_ListID,FK → Currency,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,Memo,Journal entry memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntry,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,TxnID,FK → JournalEntry.TxnID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,TxnLineID,Line GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,JournalLineType,Debit or Credit,ENUM,VARCHAR,6,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,AccountRef_ListID,FK → Account.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,Memo,Line memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,EntityRef_ListID,FK → Customer / Vendor / Employee,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,EntityRef_FullName,Entity name,VARCHAR,VARCHAR,209,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,ClassRef_ListID,FK → Class.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,ClassRef_FullName,Class name,VARCHAR,VARCHAR,159,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,ItemRef_ListID,FK → Item (sales tax lines),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,JournalEntryLine,SalesTaxCodeRef_ListID,FK → SalesTaxCode,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Class,ListID,Unique GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Class,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Class,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Class,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Class,ParentRef_ListID,FK → Class.ListID (parent),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Class,ParentRef_FullName,Parent class name,VARCHAR,VARCHAR,159,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Class,Sublevel,Hierarchy depth,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Class,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Budget,TxnID,QB GUID for budget,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Budget,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Budget,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Budget,BudgetType,Accounts / Classes / Jobs,ENUM,VARCHAR,10,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Budget,AccountRef_ListID,FK → Account (per budget line),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Budget,ClassRef_ListID,FK → Class (per budget line),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Budget,CustomerRef_ListID,FK → Customer / Job (per budget line),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Deposit,TxnID,Unique QB GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Deposit,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Deposit,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Deposit,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Deposit,TxnNumber,Auto-increment number,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Deposit,TxnDate,Deposit date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
GL,Deposit,DepositToAccountRef_ListID,FK → Account.ListID (bank),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Deposit,Memo,Deposit memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Deposit,CurrencyRef_ListID,FK → Currency,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Deposit,CashBackMemo,Cash back memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,Deposit,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,DepositLine,TxnID,FK → Deposit.TxnID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,DepositLine,TxnLineID,Line GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,DepositLine,PaymentTxnID,FK → ReceivePayment or SalesReceipt.TxnID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,DepositLine,PaymentTxnLineID,FK → specific payment line,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,DepositLine,AccountRef_ListID,FK → Account (non-payment deposit lines),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,DepositLine,EntityRef_ListID,FK → Customer/Vendor,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,DepositLine,Memo,Line memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,DepositLine,PaymentMethodRef_ListID,FK → PaymentMethod,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
GL,DepositLine,ClassRef_ListID,FK → Class,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,ListID,Unique QB GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,ClassRef_ListID,FK → Class,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,ParentRef_ListID,FK → Item.ListID (parent),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,Sublevel,Hierarchy depth,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,UnitOfMeasureSetRef_ListID,FK → UnitOfMeasureSet,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,SalesTaxCodeRef_ListID,FK → SalesTaxCode,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,Desc,Sales description,VARCHAR,VARCHAR,4095,,,,,,material description,1.00,material description:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
INV,Item,SalesAndPurchase_SalesDesc,Sales description (two-sided items),VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,SalesAndPurchase_IncomeAccountRef_ListID,FK → Income account,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,SalesAndPurchase_PurchaseDesc,Purchase description,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,SalesAndPurchase_ExpenseAccountRef_ListID,FK → Expense/COGS account,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,SalesAndPurchase_PrefVendorRef_ListID,FK → preferred Vendor,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,IncomeAccountRef_ListID,FK → Income account (simple items),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,PurchaseDesc,Purchase description (simple),VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,COGSAccountRef_ListID,FK → COGS account,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,PrefVendorRef_ListID,FK → preferred Vendor,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,AssetAccountRef_ListID,FK → Inventory Asset account,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,SpecialItemType,FinanceCharge / ReimbursableExpenseGroup / etc.,ENUM,VARCHAR,40,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,BuildPoint,Assembly auto-build trigger quantity,QUAN,"DECIMAL(12,5)",n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,SubItems_Count,Number of sub-items,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,IsUsedInAssemblies,Used in assembly BOM flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,CustomField1,Custom field 1,VARCHAR,VARCHAR,1024,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,Item,CustomField2,Custom field 2,VARCHAR,VARCHAR,1024,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustment,TxnID,Unique QB GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustment,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustment,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustment,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustment,TxnNumber,Auto-increment number,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustment,AccountRef_ListID,FK → Account (adjustment account),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustment,InventorySiteRef_ListID,Inventory site (Enterprise),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustment,TxnDate,Adjustment date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
INV,InventoryAdjustment,CustomerRef_ListID,FK → Customer (job costing),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustment,ClassRef_ListID,FK → Class,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustment,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustmentLine,TxnID,FK → InventoryAdjustment.TxnID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustmentLine,TxnLineID,Line GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustmentLine,ItemRef_ListID,FK → Item.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustmentLine,InventorySiteRef_ListID,Site override,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,InventoryAdjustmentLine,QuantityDifference,Qty change (+/-),QUAN,"DECIMAL(12,5)",n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,PriceLevel,ListID,Unique GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,PriceLevel,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,PriceLevel,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,PriceLevel,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,PriceLevel,PriceLevelType,FixedPercentage or PerItem,ENUM,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,PriceLevel,PriceLevelFixedPct,Discount/markup percent (FixedPercentage type),PERCENT,"DECIMAL(8,4)",n/a,,,,,,discount percent,0.55,discount percent:0.55 | discount type:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
INV,PriceLevel,CurrencyRef_ListID,FK → Currency (multicurrency),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,TxnID,Unique QB GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,CustomerRef_ListID,FK → Customer.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,ClassRef_ListID,FK → Class,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,TemplateRef_ListID,FK → Template,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,TxnDate,SO date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
INV,SalesOrder,BillAddress_City,Bill-to city,VARCHAR,VARCHAR,31,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,BillAddress_State,Bill-to state,VARCHAR,VARCHAR,21,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,ShipAddress_City,Ship-to city,VARCHAR,VARCHAR,31,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,ShipAddress_State,Ship-to state,VARCHAR,VARCHAR,21,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,IsManuallyClosed,Manually closed flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,IsFullyInvoiced,Fully invoiced flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,TermsRef_ListID,FK → Terms,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,SalesRepRef_ListID,FK → SalesRep,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,FOB,FOB point,VARCHAR,VARCHAR,13,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,ShipMethodRef_ListID,FK → ShipMethod,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,Memo,Customer memo,VARCHAR,VARCHAR,4095,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,CustomerMsgRef_ListID,FK → CustomerMsg,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,IsToBePrinted,Print flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,IsToBeEmailed,Email flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
INV,SalesOrder,ExternalGUID,External sync GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
PAY,Employee,ListID,Unique QB GUID,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
PAY,Employee,TimeCreated,Creation timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
PAY,Employee,TimeModified,Last modified timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
PAY,Employee,EditSequence,Lock version,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
PAY,Employee,FirstName,First name,VARCHAR,VARCHAR,25,,,,,,first name,1.00,first name:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Employee,MiddleName,Middle name / initial,VARCHAR,VARCHAR,5,,,,,,middle name,1.00,middle name:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Employee,LastName,Last name,VARCHAR,VARCHAR,25,,,,,,last name,1.00,last name:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Employee,Suffix,Name suffix,VARCHAR,VARCHAR,10,,,,,,suffix,1.00,suffix:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Employee,SupervisorRef_ListID,FK → Employee.ListID (supervisor),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
