action,priority,confidence,concept_id,proposed_entity,proposed_attribute,proposed_display_name,proposed_alias,source_system,source_file,source_table,source_field,source_datatype,evidence,review_note
new_concept_candidate,P0,high,,employee,phone,Employee Phone,Complete_Phone_Number; Employee_Phone_Number; Home_Phone; Involved_Party_Non-Worker_Phone_Number; Mobile_Phone; Phone_Number; Work_Phone; Video_Conference_Details,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management; Locations,,,Unknown overlay concept_id employee.phone appears in 8 Workday rows.,Likely missing employee contact concept. Review aliases as phone-specific; exclude video conference or non-worker party fields if they are not employee attributes.
map_existing_or_new_decision,P0,medium,invoice.document_currency_code,invoice,currency,Invoice Currency,Frequency_Reference; Amount; Annual_Income; Annualized_in_Reporting_Currency_Summary_Data; Currency_Code; Currency_Reference; Currency_Reference_Data; Individual_Target_Currency_Reference; Per_Unit_Amount; Primary_Compensation_Basis; Total_Salary_and_Allowances,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Benefits; Human Capital Management,,string,Unknown overlay concept_id invoice.currency appears in 11 Workday rows.,Do not import these aliases directly. First decide whether the overlay should map currency-code fields to invoice.document_currency_code/currency.code or whether some compensation amount rows are misclassified.
add_alias,P1,medium,employee.position,,,,Leadership_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,"Job Position; Manager(s) of this organization. If there is a position restriction with an overlap, both are returned.",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Position_Management_Enabled,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Organizations & Roles,,string,Job Position; Element containing boolean attribute identifying whether Position Management is enabled.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Pay_Group_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Payroll,,string,Job Position; The external pay group for the position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Pay_Rate_Type_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Payroll,,string,Job Position; Reference to the pay rate type for the position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Payroll_Entity_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Payroll,,string,Job Position; The external payroll entity for the position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Academic_Pay_Setup_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; Wrapper element that contains position's academic pay setup information if it is configured.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,End_Employment_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; Expected end of employment for this position. Will be the same value as the End Employment Date in the Worker Status Sec,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Exclude_from_Headcount,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,"Job Position; If Y, the position will be excluded from headcount reporting.",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Headcount_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; An unique identifier for the Headcount Group that the Position belongs to. This will return a value only if the Position,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Include_Job_Code_in_Name,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; Boolean attribute identifying whether Job Code should be included in Name (Display ID within Workday).,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Job_Profile_Private_Title,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; Private Job Profile Title. This field is the same as Job Title Default in the online page.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Job_Profile_Summary_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; Contains the job profile for the position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Job_Title,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; The Business Title for the job. Required unless the Job History is being removed.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Payroll_File_Number,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; The external payroll file number for the position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Position_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; Reference to the position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Position_Time_Type_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; Reference to the position time type.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Position_Worker_Type_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,"Job Position; Reference(s) to the position worker types that the position is restricted by (e.g., Regular, Contractor, Temporary).",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Start_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; Date the Worker first started work in this Position. Will be the same value as the Hire Date in the Worker Status Sectio,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Work_Hours_Profiles_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; The work hour profile(s) for the position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Work_Shift_Required,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; A boolean attribute that returns true if a work shift is required on the position where this job profile is used.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Work_Space__Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; The work space (worker's physical location) for the position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Worker_Compensation_Code_Data,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; The worker's compensation code for this position - based on the location and job profile.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.position,,,,Worker_Type_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,string,Job Position; The worker type for the position.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.termination_date,,,,Last_Termination_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,date,employee.termination_date; Last Termination Date for the former worker. Required on the initial Add.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,employee.termination_date,,,,End_Date,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Staffing,,date,employee.termination_date; The end date of employment.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,warehouse.id,,,,Location_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Warehouse ID; Location Reference. Reference to a Country or Country Region.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,warehouse.id,,,,Location_Reference_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Human Capital Management,,string,Warehouse ID; Manual hint: Location_Reference_ID,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,warehouse.id,,,,Location_ID,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Locations,,string,"Warehouse ID; The unique location ID. The organization, position and hire tabs will reference location ID.",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,warehouse.id,,,,Location_Identifier,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Locations,,string,Warehouse ID; The location identifier of the location.,Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_alias,P1,medium,warehouse.id,,,,Superior_Location_Reference,Workday,metadata_dict/wd_hr_knowledge_overlay.csv,Locations,,string,"Warehouse ID; Superior Location Reference. Reference to another Location that is Superior. If left blank, existing values will be remo",Overlay row references an existing concept; confirm whether the Workday field label is a synonym or only source context.
add_field_context,P2,high,absence.balance,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Account,Balance,"DECIMAL(12,2)",Account.Balance: Current balance (local currency); module=GL,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Account,IsActive,BOOL,Account.IsActive: Active flag; module=GL,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Class,IsActive,BOOL,Class.IsActive: Active flag; module=GL,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Currency,IsActive,BOOL,Currency.IsActive: Active flag; module=RPT,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Customer,IsActive,BOOL,Customer.IsActive: Active flag; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,IsActive,BOOL,Employee.IsActive: Active flag; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Item,IsActive,BOOL,Item.IsActive: Active flag; module=INV,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,MemorizedTransaction,IsActive,BOOL,MemorizedTransaction.IsActive: Active flag; module=RPT,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,PaymentMethod,IsActive,BOOL,PaymentMethod.IsActive: Active flag; module=RPT,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,PayrollItem,IsActive,BOOL,PayrollItem.IsActive: Active flag; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,PriceLevel,IsActive,BOOL,PriceLevel.IsActive: Active flag; module=INV,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,SalesTaxCode,IsActive,BOOL,SalesTaxCode.IsActive: Active flag; module=RPT,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,ShipMethod,IsActive,BOOL,ShipMethod.IsActive: Active flag; module=RPT,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Terms,IsActive,BOOL,Terms.IsActive: Active flag; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,account.status,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Vendor,IsActive,BOOL,Vendor.IsActive: Active flag; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,address.line1,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Vendor,VendorAddress_Addr1,VARCHAR,Vendor.VendorAddress_Addr1: Address line 1; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,address.line2,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Vendor,VendorAddress_Addr2,VARCHAR,Vendor.VendorAddress_Addr2: Address line 2; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,asset.serial_number,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,BillItemLine,SerialNumber,VARCHAR,BillItemLine.SerialNumber: Serial number; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,asset.serial_number,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,InventoryAdjustmentLine,SerialNumber,VARCHAR,InventoryAdjustmentLine.SerialNumber: Serial number; module=INV,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,batch.id,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,BillItemLine,LotNumber,VARCHAR,BillItemLine.LotNumber: Lot number; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,batch.id,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,InventoryAdjustmentLine,LotNumber,VARCHAR,InventoryAdjustmentLine.LotNumber: Lot number; module=INV,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,employee.birth_date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,BirthDate,DATE,Employee.BirthDate: Date of birth; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,employee.department,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,Department,VARCHAR,Employee.Department: Department name; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,employee.gender,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,Gender,VARCHAR,Employee.Gender: Gender (M/F); module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,employee.hire_date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,HireDate,DATE,Employee.HireDate: Employment start date; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,employee.national_id,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,SSN,VARCHAR,Employee.SSN: Social security number (encrypted); module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,employee.termination_date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,ReleasedDate,DATE,Employee.ReleasedDate: Termination date; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,exchange_rate.rate,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Bill,ExchangeRate,"DECIMAL(12,6)",Bill.ExchangeRate: Exchange rate; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,exchange_rate.rate,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,BillPayment,ExchangeRate,"DECIMAL(12,6)",BillPayment.ExchangeRate: Exchange rate; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,exchange_rate.rate,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,CreditMemo,ExchangeRate,"DECIMAL(12,6)",CreditMemo.ExchangeRate: Exchange rate; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,exchange_rate.rate,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Deposit,ExchangeRate,"DECIMAL(12,6)",Deposit.ExchangeRate: Exchange rate; module=GL,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,exchange_rate.rate,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,JournalEntry,ExchangeRate,"DECIMAL(12,6)",JournalEntry.ExchangeRate: Exchange rate; module=GL,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,exchange_rate.rate,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,PurchaseOrder,ExchangeRate,"DECIMAL(12,6)",PurchaseOrder.ExchangeRate: Exchange rate; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,exchange_rate.rate,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,ReceivePayment,ExchangeRate,"DECIMAL(12,6)",ReceivePayment.ExchangeRate: Exchange rate; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,exchange_rate.rate,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,SalesReceipt,ExchangeRate,"DECIMAL(12,6)",SalesReceipt.ExchangeRate: Exchange rate; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,goods_receipt.id,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,SalesReceipt,RefNumber,VARCHAR,SalesReceipt.RefNumber: Receipt number; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,invoice.due_date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Bill,DueDate,DATE,Bill.DueDate: Payment due date; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,invoice.due_date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Invoice,DueDate,DATE,Invoice.DueDate: Payment due date; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,job.title,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Customer,JobTitle,VARCHAR,Customer.JobTitle: Contact job title; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,job.title,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,JobTitle,VARCHAR,Employee.JobTitle: Job title; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,job.title,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Vendor,JobTitle,VARCHAR,Vendor.JobTitle: Contact job title; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,payment.date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,BillPayment,TxnDate,DATE,BillPayment.TxnDate: Payment date; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,payment.date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,ReceivePayment,TxnDate,DATE,ReceivePayment.TxnDate: Payment date; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,payment.method_code,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,ReceivePayment,PaymentMethodRef_FullName,VARCHAR,ReceivePayment.PaymentMethodRef_FullName: Payment method; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,payroll.period_end_date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Paycheck,WagePeriodEnd,DATE,Paycheck.WagePeriodEnd: Pay period end date; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,payroll.period_start_date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Paycheck,WagePeriodStart,DATE,Paycheck.WagePeriodStart: Pay period start date; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,purchase_order.id,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,PurchaseOrder,RefNumber,VARCHAR,PurchaseOrder.RefNumber: PO number; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,sales_order.id,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,SalesOrder,RefNumber,VARCHAR,SalesOrder.RefNumber: SO number; module=INV,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,shipment.planned_ship_date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Invoice,ShipDate,DATE,Invoice.ShipDate: Scheduled ship date; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,shipment.planned_ship_date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,SalesOrder,ShipDate,DATE,SalesOrder.ShipDate: Scheduled ship date; module=INV,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,supplier.city,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Bill,VendorAddress_City,VARCHAR,Bill.VendorAddress_City: Vendor city; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,supplier.city,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,PurchaseOrder,VendorAddress_City,VARCHAR,PurchaseOrder.VendorAddress_City: Vendor city; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,supplier.postal_code,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Bill,VendorAddress_PostalCode,VARCHAR,Bill.VendorAddress_PostalCode: Vendor postal code; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,supplier.region_code,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,EmployeeAddress_State,VARCHAR,Employee.EmployeeAddress_State: State; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,high,supplier_invoice.id,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Bill,RefNumber,VARCHAR,Bill.RefNumber: Vendor invoice number; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,absence.hours,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,PaycheckLine,Hours,"DECIMAL(12,4)",PaycheckLine.Hours: Hours worked (hourly items); module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,accounting.posting_date,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,JournalEntry,TxnDate,DATE,JournalEntry.TxnDate: Posting date; module=GL,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,address.city,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,EmployeeAddress_City,VARCHAR,Employee.EmployeeAddress_City: City; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,address.city,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Vendor,VendorAddress_City,VARCHAR,Vendor.VendorAddress_City: City; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,address.country,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,EmployeeAddress_Country,VARCHAR,Employee.EmployeeAddress_Country: Country; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,address.country,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Vendor,VendorAddress_Country,VARCHAR,Vendor.VendorAddress_Country: Country; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,address.postal_code,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,EmployeeAddress_PostalCode,VARCHAR,Employee.EmployeeAddress_PostalCode: Postal code; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,address.postal_code,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Vendor,VendorAddress_PostalCode,VARCHAR,Vendor.VendorAddress_PostalCode: Postal code; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,contact.email,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Customer,Email,VARCHAR,Customer.Email: Primary email address; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,contact.email,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,Email,VARCHAR,Employee.Email: Email address; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,contact.email,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Vendor,Email,VARCHAR,Vendor.Email: Email address; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,contact.phone,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Customer,Phone,VARCHAR,Customer.Phone: Primary phone number; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,contact.phone,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,Phone,VARCHAR,Employee.Phone: Primary phone; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,contact.phone,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Vendor,Phone,VARCHAR,Vendor.Phone: Primary phone; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,customer.email,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Customer,Email,VARCHAR,Customer.Email: Primary email address; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,customer.email,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,Email,VARCHAR,Employee.Email: Email address; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,customer.email,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Vendor,Email,VARCHAR,Vendor.Email: Email address; module=AP,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,customer.phone,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Customer,Phone,VARCHAR,Customer.Phone: Primary phone number; module=AR,Field context candidate from source schema; confirm table semantics before promotion.
add_field_context,P2,medium,customer.phone,,,,,QuickBooks,metadata_dict/quickbooks_tables_reference.xlsx#Tbls_Fields,Employee,Phone,VARCHAR,Employee.Phone: Primary phone; module=PAY,Field context candidate from source schema; confirm table semantics before promotion.
